occurrence_id	taxon_id	sex	life stage	locality
C24000	T18474			
C24001	T18475	http://purl.obolibrary.org/obo/PATO_0000384		
C24002	T18475			
C24003	T18476	http://purl.obolibrary.org/obo/PATO_0000384		
C24004	T18476			
C24006	T18477			
C24008	T18478			
C24009	T18479	http://purl.obolibrary.org/obo/PATO_0000384		
C24010	T18480	http://purl.obolibrary.org/obo/PATO_0000384		
C24011	T18481			
C24013	T18482			
C24014	T18482			
C58153	T18482			
C24015	T18483	http://purl.obolibrary.org/obo/PATO_0000384		
C24016	T18483			
C24017	T18483			
C24018	T18484	http://purl.obolibrary.org/obo/PATO_0000384		
C24019	T18485	http://purl.obolibrary.org/obo/PATO_0000384		
C24020	T18485			
C24021	T18485			
C24022	T18486	http://purl.obolibrary.org/obo/PATO_0000384		
C24023	T18486			
C24024	T18486			
C24026	T18487			
C24027	T18487			
C58212	T18487			
C24028	T18488	http://purl.obolibrary.org/obo/PATO_0000384		
C24029	T18488			
C24030	T18489	http://purl.obolibrary.org/obo/PATO_0000384		
C24031	T18489			
C24032	T18490	http://purl.obolibrary.org/obo/PATO_0000384		
C24033	T18490			
C58701	T18491			
C24036	T18492			
C59307	T18492			
C24037	T18493	http://purl.obolibrary.org/obo/PATO_0000384		
C24038	T18493			
C24040	T18494			
C58127	T18494			
C24041	T18495	http://purl.obolibrary.org/obo/PATO_0000384		
C24042	T18495			
C24043	T18495			
C24044	T18496	http://purl.obolibrary.org/obo/PATO_0000384		
C24045	T18496			
C24046	T18496			
C24048	T18497			
C24050	T18498			
C24052	T18499			
C56977	T18499			
C58050	T18500			
C58051	T18501			
C24055	T18502	http://purl.obolibrary.org/obo/PATO_0000384		
C24056	T18502			
C24057	T18503	http://purl.obolibrary.org/obo/PATO_0000384		
C24058	T18504	http://purl.obolibrary.org/obo/PATO_0000384		
C24059	T18504			
C24060	T18504			
C24061	T18505	http://purl.obolibrary.org/obo/PATO_0000384		
C24062	T18506	http://purl.obolibrary.org/obo/PATO_0000384		
C24063	T18506			
C24064	T18507	http://purl.obolibrary.org/obo/PATO_0000384		
C24065	T18507			
C24066	T18508	http://purl.obolibrary.org/obo/PATO_0000384		
C24067	T18509	http://purl.obolibrary.org/obo/PATO_0000384		
C24068	T18509			
C24069	T18510	http://purl.obolibrary.org/obo/PATO_0000384		
C24070	T18510			
C24071	T18511	http://purl.obolibrary.org/obo/PATO_0000384		
C24072	T18511			
C24073	T18512	http://purl.obolibrary.org/obo/PATO_0000384		
C24074	T18513	http://purl.obolibrary.org/obo/PATO_0000384		
C24075	T18513			
C24076	T18514	http://purl.obolibrary.org/obo/PATO_0000384		
C24077	T18514			
C24078	T18515	http://purl.obolibrary.org/obo/PATO_0000384		
C24079	T18515			
C24080	T18516	http://purl.obolibrary.org/obo/PATO_0000384		
C24081	T18517	http://purl.obolibrary.org/obo/PATO_0000384		
C24082	T18517			
C24083	T18518	http://purl.obolibrary.org/obo/PATO_0000384		
C24084	T18519	http://purl.obolibrary.org/obo/PATO_0000384		
C24085	T18519			
C24086	T18519			
C24087	T18520	http://purl.obolibrary.org/obo/PATO_0000384		
C24088	T18520			
C24089	T18521	http://purl.obolibrary.org/obo/PATO_0000384		
C24090	T18521			
C24091	T18522	http://purl.obolibrary.org/obo/PATO_0000384		
C24092	T18523	http://purl.obolibrary.org/obo/PATO_0000384		
C24093	T18524	http://purl.obolibrary.org/obo/PATO_0000384		
C24094	T18525	http://purl.obolibrary.org/obo/PATO_0000384		
C24095	T18525			
C24096	T18526	http://purl.obolibrary.org/obo/PATO_0000384		
C24097	T18527	http://purl.obolibrary.org/obo/PATO_0000384		
C24098	T18527			
C24099	T18528	http://purl.obolibrary.org/obo/PATO_0000384		
C24100	T18528			
C24101	T18529	http://purl.obolibrary.org/obo/PATO_0000384		
C24103	T18530			
C24104	T18531	http://purl.obolibrary.org/obo/PATO_0000384		
C24105	T18531			
C24106	T18532	http://purl.obolibrary.org/obo/PATO_0000384		
C24107	T18532			
C24108	T18533	http://purl.obolibrary.org/obo/PATO_0000384		
C24109	T18533			
C24110	T18534	http://purl.obolibrary.org/obo/PATO_0000384		
C24111	T18534			
C24112	T18535	http://purl.obolibrary.org/obo/PATO_0000384		
C24114	T18536			
C24115	T18537	http://purl.obolibrary.org/obo/PATO_0000384		
C24116	T18537			
C24118	T18538			
C24119	T18539	http://purl.obolibrary.org/obo/PATO_0000384		
C24120	T18539			
C24122	T18540			
C24124	T18541			
C24125	T18541			
C59308	T18541			
C24129	T18542			
C24130	T18543	http://purl.obolibrary.org/obo/PATO_0000384		
C24131	T18544	http://purl.obolibrary.org/obo/PATO_0000384		
C24132	T18544			
C59309	T18545			
C24134	T18545			
C56506	T18545			
C59310	T18546			
C24136	T18546			
C58010	T18546			
C24137	T18547	http://purl.obolibrary.org/obo/PATO_0000384		
C24138	T18547			
C24141	T18549			
C24142	T18550	http://purl.obolibrary.org/obo/PATO_0000384		
C24143	T18551	http://purl.obolibrary.org/obo/PATO_0000384		
C24144	T18552	http://purl.obolibrary.org/obo/PATO_0000384		
C24145	T18552			
C24146	T18553	http://purl.obolibrary.org/obo/PATO_0000384		
C24147	T18553			
C24148	T18554	http://purl.obolibrary.org/obo/PATO_0000384		
C24149	T18555	http://purl.obolibrary.org/obo/PATO_0000384		
C24150	T18556	http://purl.obolibrary.org/obo/PATO_0000384		
C24151	T18556			
C24152	T18557	http://purl.obolibrary.org/obo/PATO_0000384		
C24153	T18557			
C24154	T18558	http://purl.obolibrary.org/obo/PATO_0000384		
C24155	T18558			
C24156	T18559	http://purl.obolibrary.org/obo/PATO_0000384		
C24157	T18559			
C24158	T18560	http://purl.obolibrary.org/obo/PATO_0000384		
C24159	T18560			
C24160	T18561	http://purl.obolibrary.org/obo/PATO_0000384		
C24161	T18561			
C24162	T18562	http://purl.obolibrary.org/obo/PATO_0000384		
C24163	T18562			
C24164	T18563	http://purl.obolibrary.org/obo/PATO_0000384		
C24165	T18564	http://purl.obolibrary.org/obo/PATO_0000384		
C24166	T18565	http://purl.obolibrary.org/obo/PATO_0000384		
C24167	T18566	http://purl.obolibrary.org/obo/PATO_0000384		
C24169	T18567			
C24171	T18569	http://purl.obolibrary.org/obo/PATO_0000384		
C24172	T18570	http://purl.obolibrary.org/obo/PATO_0000384		
C24173	T18571	http://purl.obolibrary.org/obo/PATO_0000384		
C24174	T18572	http://purl.obolibrary.org/obo/PATO_0000384		
C24175	T18573	http://purl.obolibrary.org/obo/PATO_0000384		
C24176	T18574	http://purl.obolibrary.org/obo/PATO_0000384		
C24177	T18574			
C24178	T18575	http://purl.obolibrary.org/obo/PATO_0000384		
C24179	T18575			
C24180	T18576			
C24181	T18577	http://purl.obolibrary.org/obo/PATO_0000384		
C24182	T18577			
C24183	T18578	http://purl.obolibrary.org/obo/PATO_0000384		
C24184	T18578			
C24185	T18579	http://purl.obolibrary.org/obo/PATO_0000384		
C24186	T18579			
C24187	T18580			
C24188	T18581	http://purl.obolibrary.org/obo/PATO_0000384		
C24189	T18581			
C24190	T18581			
C24191	T18582	http://purl.obolibrary.org/obo/PATO_0000384		
C24192	T18583	http://purl.obolibrary.org/obo/PATO_0000384		
C24193	T18583			
C24194	T18584	http://purl.obolibrary.org/obo/PATO_0000384		
C24195	T18585	http://purl.obolibrary.org/obo/PATO_0000384		
C24196	T18585			
C24197	T18586	http://purl.obolibrary.org/obo/PATO_0000384		
C24198	T18586			
C24199	T18587	http://purl.obolibrary.org/obo/PATO_0000384		
C24200	T18587			
C24201	T18588	http://purl.obolibrary.org/obo/PATO_0000384		
C24202	T18588			
C24203	T18589	http://purl.obolibrary.org/obo/PATO_0000384		
C24204	T18589			
C24205	T18590	http://purl.obolibrary.org/obo/PATO_0000384		
C24206	T18590			
C24207	T18591	http://purl.obolibrary.org/obo/PATO_0000384		
C24208	T18591			
C24209	T18592	http://purl.obolibrary.org/obo/PATO_0000384		
C24210	T18592			
C24211	T18593	http://purl.obolibrary.org/obo/PATO_0000384		
C24212	T18593			
C24213	T18594	http://purl.obolibrary.org/obo/PATO_0000384		
C24214	T18594			
C24215	T18595	http://purl.obolibrary.org/obo/PATO_0000384		
C24216	T18595			
C24217	T18596	http://purl.obolibrary.org/obo/PATO_0000384		
C24218	T18597	http://purl.obolibrary.org/obo/PATO_0000384		
C24219	T18597			
C24220	T18598	http://purl.obolibrary.org/obo/PATO_0000384		
C24221	T18598			
C24222	T18599	http://purl.obolibrary.org/obo/PATO_0000384		
C24223	T18599			
C24224	T18600	http://purl.obolibrary.org/obo/PATO_0000384		
C24225	T18600			
C24226	T18601	http://purl.obolibrary.org/obo/PATO_0000384		
C24227	T18602	http://purl.obolibrary.org/obo/PATO_0000384		
C24228	T18602			
C59313	T18603			
C24230	T18603			
C24231	T18604	http://purl.obolibrary.org/obo/PATO_0000384		
C24232	T18605	http://purl.obolibrary.org/obo/PATO_0000384		
C24233	T18605			
C24234	T18606	http://purl.obolibrary.org/obo/PATO_0000384		
C24235	T18606			
C24236	T18607	http://purl.obolibrary.org/obo/PATO_0000384		
C24237	T18607			
C24238	T18608	http://purl.obolibrary.org/obo/PATO_0000384		
C24239	T18608			
C24240	T18609	http://purl.obolibrary.org/obo/PATO_0000384		
C24241	T18610	http://purl.obolibrary.org/obo/PATO_0000384		
C24242	T18610			
C59314	T18611			
C24244	T18611			
C24245	T18611	http://purl.obolibrary.org/obo/PATO_0000384		
C58463	T18611			
C24246	T18612	http://purl.obolibrary.org/obo/PATO_0000384		
C24247	T18612			
C24248	T18613	http://purl.obolibrary.org/obo/PATO_0000384		
C24249	T18613			
C24250	T18614	http://purl.obolibrary.org/obo/PATO_0000384		
C24251	T18615	http://purl.obolibrary.org/obo/PATO_0000384		
C24252	T18616	http://purl.obolibrary.org/obo/PATO_0000384		
C24253	T18616			
C24254	T18617	http://purl.obolibrary.org/obo/PATO_0000384		
C24255	T18618	http://purl.obolibrary.org/obo/PATO_0000384		
C24256	T18618			
C24257	T18619	http://purl.obolibrary.org/obo/PATO_0000384		
C24258	T18619			
C24259	T18620	http://purl.obolibrary.org/obo/PATO_0000384		
C24260	T18620			
C24261	T18621	http://purl.obolibrary.org/obo/PATO_0000384		
C24262	T18621			
C24263	T18622	http://purl.obolibrary.org/obo/PATO_0000384		
C24264	T18622			
C24265	T18623	http://purl.obolibrary.org/obo/PATO_0000384		
C24266	T18623			
C24267	T18624	http://purl.obolibrary.org/obo/PATO_0000384		
C24268	T18624			
C24269	T18625	http://purl.obolibrary.org/obo/PATO_0000384		
C24270	T18625			
C24271	T18626	http://purl.obolibrary.org/obo/PATO_0000384		
C24272	T18626			
C24273	T18627	http://purl.obolibrary.org/obo/PATO_0000384		
C24274	T18627			
C24275	T18628	http://purl.obolibrary.org/obo/PATO_0000384		
C24276	T18628			
C24277	T18629	http://purl.obolibrary.org/obo/PATO_0000384		
C24278	T18629			
C24279	T18630	http://purl.obolibrary.org/obo/PATO_0000384		
C24280	T18630			
C24281	T18631	http://purl.obolibrary.org/obo/PATO_0000384		
C24282	T18631			
C24283	T18632	http://purl.obolibrary.org/obo/PATO_0000384		
C24284	T18632			
C24285	T18633	http://purl.obolibrary.org/obo/PATO_0000384		
C24286	T18633			
C24287	T18634	http://purl.obolibrary.org/obo/PATO_0000384		
C59315	T18635			
C24289	T18635			
C59316	T18636			
C24291	T18636			
C58380	T18636			
C24292	T18637	http://purl.obolibrary.org/obo/PATO_0000384		
C59317	T18638			
C24294	T18638			
C57627	T18638			
C24295	T18639	http://purl.obolibrary.org/obo/PATO_0000384		
C24296	T18639			
C59318	T18640			
C24298	T18640			
C57633	T18640			
C59319	T18641			
C24300	T18641			
C57637	T18641			
C24302	T18642			
C58192	T18642			
C24303	T18643	http://purl.obolibrary.org/obo/PATO_0000384		
C24304	T18643			
C24305	T18644	http://purl.obolibrary.org/obo/PATO_0000384		
C24306	T18644			
C24307	T18645	http://purl.obolibrary.org/obo/PATO_0000384		
C24308	T18645			
C24309	T18646	http://purl.obolibrary.org/obo/PATO_0000384		
C24310	T18647	http://purl.obolibrary.org/obo/PATO_0000384		
C24311	T18647			
C24312	T18648	http://purl.obolibrary.org/obo/PATO_0000384		
C24313	T18648			
C24314	T18649	http://purl.obolibrary.org/obo/PATO_0000384		
C24315	T18650	http://purl.obolibrary.org/obo/PATO_0000384		
C24316	T18650			
C24317	T18651	http://purl.obolibrary.org/obo/PATO_0000384		
C24318	T18651			
C24319	T18652	http://purl.obolibrary.org/obo/PATO_0000384		
C24320	T18652			
C24321	T18653	http://purl.obolibrary.org/obo/PATO_0000384		
C24322	T18654	http://purl.obolibrary.org/obo/PATO_0000384		
C24323	T18654			
C24324	T18655	http://purl.obolibrary.org/obo/PATO_0000384		
C24325	T18655			
C24326	T18656	http://purl.obolibrary.org/obo/PATO_0000384		
C24327	T18656			
C24328	T18657	http://purl.obolibrary.org/obo/PATO_0000384		
C24329	T18657			
C24330	T18658	http://purl.obolibrary.org/obo/PATO_0000384		
C24331	T18658			
C24333	T18660	http://purl.obolibrary.org/obo/PATO_0000384		
C24334	T18660			
C24336	T18662	http://purl.obolibrary.org/obo/PATO_0000384		
C24337	T18663	http://purl.obolibrary.org/obo/PATO_0000384		
C24338	T18663			
C24339	T18664	http://purl.obolibrary.org/obo/PATO_0000384		
C24340	T18664			
C24342	T18666	http://purl.obolibrary.org/obo/PATO_0000384		
C24343	T18666			
C24344	T18667	http://purl.obolibrary.org/obo/PATO_0000384		
C24345	T18668	http://purl.obolibrary.org/obo/PATO_0000384		
C24346	T18668			
C24347	T18669	http://purl.obolibrary.org/obo/PATO_0000384		
C24348	T18669			
C24349	T18670	http://purl.obolibrary.org/obo/PATO_0000384		
C24350	T18670			
C24351	T18671	http://purl.obolibrary.org/obo/PATO_0000384		
C24352	T18672	http://purl.obolibrary.org/obo/PATO_0000384		
C24353	T18673	http://purl.obolibrary.org/obo/PATO_0000384		
C24354	T18673			
C24356	T18675	http://purl.obolibrary.org/obo/PATO_0000384		
C24357	T18675			
C24358	T18676	http://purl.obolibrary.org/obo/PATO_0000384		
C24359	T18676			
C24360	T18677	http://purl.obolibrary.org/obo/PATO_0000384		
C24361	T18677			
C24362	T18678	http://purl.obolibrary.org/obo/PATO_0000384		
C24363	T18678			
C24364	T18678			
C24365	T18679	http://purl.obolibrary.org/obo/PATO_0000384		
C24366	T18679			
C24367	T18679			
C24368	T18680	http://purl.obolibrary.org/obo/PATO_0000384		
C24369	T18680			
C24370	T18680			
C24371	T18681	http://purl.obolibrary.org/obo/PATO_0000384		
C24372	T18681			
C24373	T18682	http://purl.obolibrary.org/obo/PATO_0000384		
C24374	T18682			
C24375	T18683	http://purl.obolibrary.org/obo/PATO_0000384		
C24376	T18683			
C24377	T18684	http://purl.obolibrary.org/obo/PATO_0000384		
C24378	T18685	http://purl.obolibrary.org/obo/PATO_0000384		
C24379	T18685			
C24380	T18686	http://purl.obolibrary.org/obo/PATO_0000384		
C24381	T18686			
C24382	T18687	http://purl.obolibrary.org/obo/PATO_0000384		
C24383	T18687			
C24384	T18688	http://purl.obolibrary.org/obo/PATO_0000384		
C24385	T18688			
C24386	T18689	http://purl.obolibrary.org/obo/PATO_0000384		
C24387	T18689			
C24388	T18690	http://purl.obolibrary.org/obo/PATO_0000384		
C24389	T18690			
C24390	T18691	http://purl.obolibrary.org/obo/PATO_0000384		
C24391	T18691			
C24392	T18692	http://purl.obolibrary.org/obo/PATO_0000384		
C24393	T18692			
C24394	T18693	http://purl.obolibrary.org/obo/PATO_0000384		
C24395	T18693			
C24396	T18694	http://purl.obolibrary.org/obo/PATO_0000384		
C24397	T18694			
C24398	T18695	http://purl.obolibrary.org/obo/PATO_0000384		
C24399	T18695			
C24400	T18696	http://purl.obolibrary.org/obo/PATO_0000384		
C24401	T18697	http://purl.obolibrary.org/obo/PATO_0000384		
C24402	T18698	http://purl.obolibrary.org/obo/PATO_0000384		
C24403	T18698			
C24404	T18699	http://purl.obolibrary.org/obo/PATO_0000384		
C24405	T18700	http://purl.obolibrary.org/obo/PATO_0000384		
C24406	T18700			
C24407	T18701	http://purl.obolibrary.org/obo/PATO_0000384		
C24408	T18701			
C24409	T18702	http://purl.obolibrary.org/obo/PATO_0000384		
C24410	T18702			
C24411	T18703	http://purl.obolibrary.org/obo/PATO_0000384		
C24412	T18703			
C24413	T18704	http://purl.obolibrary.org/obo/PATO_0000384		
C24414	T18705	http://purl.obolibrary.org/obo/PATO_0000384		
C24415	T18705			
C24416	T18706	http://purl.obolibrary.org/obo/PATO_0000384		
C24417	T18707	http://purl.obolibrary.org/obo/PATO_0000384		
C24418	T18707			
C24420	T18708			
C24421	T18709	http://purl.obolibrary.org/obo/PATO_0000384		
C24422	T18709			
C24423	T18710	http://purl.obolibrary.org/obo/PATO_0000384		
C24424	T18711	http://purl.obolibrary.org/obo/PATO_0000384		
C24425	T18711			
C24426	T18712	http://purl.obolibrary.org/obo/PATO_0000384		
C24427	T18713	http://purl.obolibrary.org/obo/PATO_0000384		
C24428	T18713			
C24431	T18716	http://purl.obolibrary.org/obo/PATO_0000384		
C24432	T18716			
C24433	T18717	http://purl.obolibrary.org/obo/PATO_0000384		
C24434	T18717			
C24435	T18718	http://purl.obolibrary.org/obo/PATO_0000384		
C24436	T18718			
C24437	T18719	http://purl.obolibrary.org/obo/PATO_0000384		
C24438	T18719			
C24440	T18720			
C24442	T18721			
C24443	T18722	http://purl.obolibrary.org/obo/PATO_0000384		
C24444	T18722			
C24445	T18723	http://purl.obolibrary.org/obo/PATO_0000384		
C24446	T18723			
C24447	T18724	http://purl.obolibrary.org/obo/PATO_0000384		
C24448	T18724			
C24449	T18725	http://purl.obolibrary.org/obo/PATO_0000384		
C24450	T18725			
C24451	T18726	http://purl.obolibrary.org/obo/PATO_0000384		
C24452	T18726			
C24453	T18727	http://purl.obolibrary.org/obo/PATO_0000384		
C24454	T18727			
C24455	T18728	http://purl.obolibrary.org/obo/PATO_0000384		
C24456	T18728			
C24457	T18729	http://purl.obolibrary.org/obo/PATO_0000384		
C24458	T18729			
C24459	T18730	http://purl.obolibrary.org/obo/PATO_0000384		
C24460	T18730			
C24461	T18731	http://purl.obolibrary.org/obo/PATO_0000384		
C24462	T18731			
C24463	T18732	http://purl.obolibrary.org/obo/PATO_0000384		
C24464	T18732			
C24465	T18733	http://purl.obolibrary.org/obo/PATO_0000384		
C24466	T18733			
C24467	T18734	http://purl.obolibrary.org/obo/PATO_0000384		
C24468	T18734			
C24470	T18736	http://purl.obolibrary.org/obo/PATO_0000384		
C24471	T18737	http://purl.obolibrary.org/obo/PATO_0000384		
C24472	T18738	http://purl.obolibrary.org/obo/PATO_0000384		
C24473	T18738			
C24474	T18739	http://purl.obolibrary.org/obo/PATO_0000384		
C24475	T18739			
C24476	T18740	http://purl.obolibrary.org/obo/PATO_0000384		
C24477	T18740			
C24478	T18741	http://purl.obolibrary.org/obo/PATO_0000384		
C24479	T18741			
C24480	T18742	http://purl.obolibrary.org/obo/PATO_0000384		
C24481	T18742			
C24482	T18743	http://purl.obolibrary.org/obo/PATO_0000384		
C24483	T18743			
C24484	T18744	http://purl.obolibrary.org/obo/PATO_0000384		
C24485	T18744			
C24486	T18745	http://purl.obolibrary.org/obo/PATO_0000384		
C24487	T18745			
C24488	T18746	http://purl.obolibrary.org/obo/PATO_0000384		
C24489	T18746			
C24490	T18747	http://purl.obolibrary.org/obo/PATO_0000384		
C24491	T18747			
C24492	T18748			
C24493	T18749	http://purl.obolibrary.org/obo/PATO_0000384		
C24494	T18749			
C24496	T18750			
C24497	T18751	http://purl.obolibrary.org/obo/PATO_0000384		
C24498	T18751			
C24499	T18752	http://purl.obolibrary.org/obo/PATO_0000384		
C24500	T18752			
C24501	T18753	http://purl.obolibrary.org/obo/PATO_0000384		
C24502	T18753			
C24503	T18754	http://purl.obolibrary.org/obo/PATO_0000384		
C24504	T18754			
C24506	T18755			
C24507	T18756	http://purl.obolibrary.org/obo/PATO_0000384		
C24508	T18756			
C24509	T18757	http://purl.obolibrary.org/obo/PATO_0000384		
C24510	T18757			
C24511	T18758	http://purl.obolibrary.org/obo/PATO_0000384		
C24512	T18759	http://purl.obolibrary.org/obo/PATO_0000384		
C24513	T18759			
C24514	T18760	http://purl.obolibrary.org/obo/PATO_0000384		
C24515	T18761	http://purl.obolibrary.org/obo/PATO_0000384		
C24516	T18761			
C24517	T18762	http://purl.obolibrary.org/obo/PATO_0000384		
C24518	T18762			
C24519	T18763	http://purl.obolibrary.org/obo/PATO_0000384		
C24520	T18763			
C24521	T18764	http://purl.obolibrary.org/obo/PATO_0000384		
C24522	T18765	http://purl.obolibrary.org/obo/PATO_0000384		
C24523	T18766	http://purl.obolibrary.org/obo/PATO_0000384		
C24524	T18767	http://purl.obolibrary.org/obo/PATO_0000384		
C24525	T18767			
C24526	T18768	http://purl.obolibrary.org/obo/PATO_0000384		
C24527	T18768			
C24528	T18769	http://purl.obolibrary.org/obo/PATO_0000384		
C24529	T18769			
C24531	T18771	http://purl.obolibrary.org/obo/PATO_0000384		
C24532	T18772	http://purl.obolibrary.org/obo/PATO_0000384		
C24533	T18772			
C24534	T18773	http://purl.obolibrary.org/obo/PATO_0000384		
C24535	T18773			
C24536	T18774	http://purl.obolibrary.org/obo/PATO_0000384		
C24537	T18775	http://purl.obolibrary.org/obo/PATO_0000384		
C24538	T18775			
C24539	T18776	http://purl.obolibrary.org/obo/PATO_0000384		
C24540	T18776			
C24541	T18777	http://purl.obolibrary.org/obo/PATO_0000384		
C24542	T18777			
C24543	T18778	http://purl.obolibrary.org/obo/PATO_0000384		
C24544	T18778			
C24545	T18779	http://purl.obolibrary.org/obo/PATO_0000384		
C24546	T18779			
C24547	T18780	http://purl.obolibrary.org/obo/PATO_0000384		
C24548	T18781	http://purl.obolibrary.org/obo/PATO_0000384		
C24549	T18782	http://purl.obolibrary.org/obo/PATO_0000384		
C24550	T18783	http://purl.obolibrary.org/obo/PATO_0000384		
C24551	T18784	http://purl.obolibrary.org/obo/PATO_0000384		
C24552	T18785	http://purl.obolibrary.org/obo/PATO_0000384		
C24553	T18786	http://purl.obolibrary.org/obo/PATO_0000384		
C24554	T18787	http://purl.obolibrary.org/obo/PATO_0000384		
C24555	T18787			
C24556	T18788	http://purl.obolibrary.org/obo/PATO_0000384		
C24557	T18788			
C24558	T18789	http://purl.obolibrary.org/obo/PATO_0000384		
C24559	T18789			
C24560	T18790	http://purl.obolibrary.org/obo/PATO_0000384		
C24561	T18791	http://purl.obolibrary.org/obo/PATO_0000384		
C24562	T18792	http://purl.obolibrary.org/obo/PATO_0000384		
C24563	T18792			
C24564	T18793	http://purl.obolibrary.org/obo/PATO_0000384		
C24565	T18793			
C24567	T18794			
C24568	T18795	http://purl.obolibrary.org/obo/PATO_0000384		
C24569	T18796	http://purl.obolibrary.org/obo/PATO_0000384		
C24570	T18796			
C24571	T18797	http://purl.obolibrary.org/obo/PATO_0000384		
C24572	T18798	http://purl.obolibrary.org/obo/PATO_0000384		
C24573	T18799	http://purl.obolibrary.org/obo/PATO_0000384		
C24574	T18800	http://purl.obolibrary.org/obo/PATO_0000384		
C24575	T18800			
C24576	T18801	http://purl.obolibrary.org/obo/PATO_0000384		
C24577	T18801			
C24578	T18802	http://purl.obolibrary.org/obo/PATO_0000384		
C24579	T18802			
C24580	T18803	http://purl.obolibrary.org/obo/PATO_0000384		
C24581	T18803			
C24582	T18804	http://purl.obolibrary.org/obo/PATO_0000384		
C24583	T18804			
C24584	T18805	http://purl.obolibrary.org/obo/PATO_0000384		
C24585	T18806	http://purl.obolibrary.org/obo/PATO_0000384		
C24586	T18806			
C24587	T18807	http://purl.obolibrary.org/obo/PATO_0000384		
C24588	T18807			
C24590	T18808			
C24591	T18809	http://purl.obolibrary.org/obo/PATO_0000384		
C24592	T18809			
C24593	T18810	http://purl.obolibrary.org/obo/PATO_0000384		
C24594	T18810			
C24596	T18812	http://purl.obolibrary.org/obo/PATO_0000384		
C24598	T18812			
C24599	T18813	http://purl.obolibrary.org/obo/PATO_0000384		
C24600	T18814	http://purl.obolibrary.org/obo/PATO_0000384		
C24601	T18815	http://purl.obolibrary.org/obo/PATO_0000384		
C24602	T18815			
C24604	T18817	http://purl.obolibrary.org/obo/PATO_0000384		
C24605	T18817			
C24607	T18819	http://purl.obolibrary.org/obo/PATO_0000384		
C24608	T18819			
C24609	T18820	http://purl.obolibrary.org/obo/PATO_0000384		
C24610	T18820			
C58445	T18821			
C24612	T18822	http://purl.obolibrary.org/obo/PATO_0000384		
C24613	T18823	http://purl.obolibrary.org/obo/PATO_0000384		
C24614	T18824	http://purl.obolibrary.org/obo/PATO_0000384		
C24615	T18825	http://purl.obolibrary.org/obo/PATO_0000384		
C24616	T18825			
C24617	T18826	http://purl.obolibrary.org/obo/PATO_0000384		
C24618	T18826			
C24619	T18827	http://purl.obolibrary.org/obo/PATO_0000384		
C24620	T18828	http://purl.obolibrary.org/obo/PATO_0000384		
C24621	T18829			
C24622	T18830	http://purl.obolibrary.org/obo/PATO_0000384		
C24623	T18831	http://purl.obolibrary.org/obo/PATO_0000384		
C24624	T18831			
C24625	T18832	http://purl.obolibrary.org/obo/PATO_0000384		
C24626	T18833	http://purl.obolibrary.org/obo/PATO_0000384		
C24627	T18833			
C24628	T18834	http://purl.obolibrary.org/obo/PATO_0000384		
C24629	T18834			
C24631	T18835			
C58030	T18835			
C24632	T18836	http://purl.obolibrary.org/obo/PATO_0000384		
C24633	T18837	http://purl.obolibrary.org/obo/PATO_0000384		
C24634	T18838	http://purl.obolibrary.org/obo/PATO_0000384		
C24635	T18838			
C24637	T18839			
C57108	T18839			
C24639	T18840			
C24641	T18841			
C24643	T18842			
C24644	T18843	http://purl.obolibrary.org/obo/PATO_0000384		
C24645	T18843			
C24647	T18844			
C24649	T18845			
C24651	T18846			
C24652	T18846			
C56982	T18846			
C24653	T18847	http://purl.obolibrary.org/obo/PATO_0000384		
C24654	T18847			
C24655	T18848	http://purl.obolibrary.org/obo/PATO_0000384		
C24656	T18848			
C24657	T18849	http://purl.obolibrary.org/obo/PATO_0000384		
C24658	T18849			
C24659	T18849			
C24660	T18850	http://purl.obolibrary.org/obo/PATO_0000384		
C24661	T18850			
C24663	T18851			
C24665	T18852			
C24667	T18853			
C24668	T18854	http://purl.obolibrary.org/obo/PATO_0000384		
C24669	T18854			
C24671	T18855			
C57148	T18855			
C24674	T18856			
C24675	T18857	http://purl.obolibrary.org/obo/PATO_0000384		
C24676	T18858	http://purl.obolibrary.org/obo/PATO_0000384		
C24677	T18858			
C24679	T18859			
C59106	T18859			
C24680	T18860	http://purl.obolibrary.org/obo/PATO_0000384		
C24681	T18860			
C24682	T18861	http://purl.obolibrary.org/obo/PATO_0000384		
C24683	T18861			
C24685	T18862			
C24686	T18863	http://purl.obolibrary.org/obo/PATO_0000384		
C24687	T18863			
C24688	T18864	http://purl.obolibrary.org/obo/PATO_0000384		
C24689	T18864	http://purl.obolibrary.org/obo/PATO_0000384		
C24690	T18864			
C24692	T18865			
C59013	T18865			
C24694	T18866			
C24696	T18867			
C24697	T18868	http://purl.obolibrary.org/obo/PATO_0000384		
C24698	T18868			
C24700	T18869			
C24702	T18870			
C24703	T18871	http://purl.obolibrary.org/obo/PATO_0000384		
C24704	T18871			
C24706	T18872			
C24707	T18873	http://purl.obolibrary.org/obo/PATO_0000384		
C24708	T18873			
C24710	T18874			
C24712	T18875			
C59091	T18875			
C24713	T18876	http://purl.obolibrary.org/obo/PATO_0000384		
C24714	T18876			
C24715	T18877	http://purl.obolibrary.org/obo/PATO_0000384		
C24716	T18877			
C24718	T18878			
C24719	T18878			
C57847	T18878			
C24721	T18879			
C57814	T18879			
C24722	T18880	http://purl.obolibrary.org/obo/PATO_0000384		
C24723	T18880			
